School Name	Address	lat	long	rank
Troy High School	4777 NORTHFIELD PARKWAY TROY MI 48098 	42.5871831	-83.1778868	551
University City High School	6949 GENESEE AVE SAN DIEGO CA 92122 	32.8603065	-117.2082001	552
Corbett Charter School	35800 EAST HIST COLUMBIA RIVER CORBETT OR 97019 	45.530138	-122.2956524	553
Leadership Public Schs: Richmond	251 SOUTH 12TH ST RICHMOND CA 94804 	37.9285163	-122.3581885	554
Eagan High School	4185 BRADDOCK TRAIL EAGAN MN 55123 	44.806123	-93.132691	555
Los Alamos High School	1300 DIAMOND DR LOS ALAMOS NM 87544 	35.8857989	-106.317861	556
Mounds View High School	1900 LAKE VALENTINE RD ARDEN HILLS MN 55112 	45.062913	-93.179656	557
Fairport Senior High School	1 DAVE PADDOCK WAY FAIRPORT NY 14450 	43.0809814	-77.4147922	558
McKinney Boyd High School	600 LK FOREST DR MCKINNEY TX 75070 	33.193593	-96.6814044	559
Glenelg High School	14025 BURNT WOODS RD GLENELG MD 21737 	39.2759957	-77.0014956	560
Hidden Valley High School	5000 TITAN TRAIL ROANOKE VA 24018 	37.222904	-80.023058	561
Sunny Hills High School	1801 WARBURTON WAY FULLERTON CA 92833 	33.884165	-117.95348	562
Neuqua Valley High School	2360 95TH ST NAPERVILLE IL 60564 	41.707875	-88.193197	563
Arlington High School	869 MASS AVE ARLINGTON MA 02476 	42.417312	-71.1634825	564
Cosby High School	14300 FOX CLUB PARKWAY MIDLOTHIAN VA 23112 	37.406756	-77.701599	565
Boerne-​Samuel V. Champion High School	201 CHARGER BLVD BOERNE TX 78006 	29.7859383	-98.7048221	566
Alameda High School	2201 ENCINAL AVE ALAMEDA CA 94501 	37.7640929	-122.2471536	567
Doctors Charter School of Miami Shores	11301 NW FIFTH AVE MIAMI SHORES FL 33168 	25.879464	-80.204247	568
Lincoln Park Academy	1806 AVE I FORT PIERCE FL 34950 	27.4584326	-80.342782	569
Bozeman High School	205 NORTH 11TH AVE BOZEMAN MT 59715 	45.6814094	-111.0514415	570
William and Carol Ouchi High School	5356 SOUTH FIFTH AVE LOS ANGELES CA 90043 	33.9935651	-118.3224483	571
Barrington High School	616 WEST MAIN ST BARRINGTON IL 60010 	42.1564136	-88.1483095	572
Environmental Charter High School	16315 GREVILLEA AVE LAWNDALE CA 90260 	33.8825666	-118.3548288	573
Renaissance Charter School (The)	3559 81ST ST JACKSON HEIGHTS NY 11372 	40.7490705	-73.8851421	574
Newport Harbor High School	600 IRVINE AVE NEWPORT BEACH CA 92663 	33.6228389	-117.9132771	575
Herron High School	110 EAST 16TH ST INDIANAPOLIS IN 46202 	39.7884529	-86.1551537	576
Bronx Academy Of Letters	339 MORRIS AVE BRONX NY 10451 	40.81366	-73.925999	577
Peachtree Ridge High School	1555 OLD PEACHTREE RD NW SUWANEE GA 30024 	34.012067	-84.0914539	578
Fayetteville-​Manlius Senior High School	8201 EAST SENECA TURNPIKE MANLIUS NY 13104 	43.009405	-75.961187	579
Open High School	600 SOUTH PINE ST RICHMOND VA 23220 	37.537529	-77.450832	580
Oak Park & River Forest High School	201 NORTH SCOVILLE AVE OAK PARK IL 60302 	41.8903833	-87.7883312	581
Galileo High School	1150 FRANCISCO ST SAN FRANCISCO CA 94109 	37.8034362	-122.424013	582
Bowie High School	4103 WEST SLAUGHTER LN AUSTIN TX 78749 	30.1876535	-97.8584973	583
Scholars' Academy	320 BEACH 104TH ST ROCKAWAY PARK NY 11694 	40.5841107	-73.8257036	584
Seminole High School	2701 RIDGEWOOD AVE SANFORD FL 32773 	28.7804624	-81.2832679	585
West Senior High School	5376 NORTH LONG LAKE RD TRAVERSE CITY MI 49684 	44.7448116	-85.6828717	586
Atholton High School	6520 FREETOWN RD COLUMBIA MD 21044 	39.188227	-76.880307	587
Kings High School	5500 COLUMBIA RD KINGS MILLS OH 45034 	39.355287	-84.253837	588
Blue Valley High School	6001 WEST 159TH ST STILWELL KS 66085 	38.838964	-94.656242	589
Frank W. Cox High	2425 SHOREHAVEN DR VIRGINIA BEACH VA 23454 	36.886698	-76.05327	590
Doral Academy Charter High School	11100 NW 27TH ST DORAL FL 33172 	25.797953	-80.37517	591
William T. McFatter Technical Center	6500 NOVA DR DAVIE FL 33317 	26.085473	-80.232984	592
Barrington High School	220 LINCOLN AVE BARRINGTON RI 02806 	41.7460743	-71.3210652	593
Lakewood High School	9700 WEST 8TH AVE LAKEWOOD CO 80215 	39.729248	-105.10672	594
Mark Keppel High School	501 EAST HELLMAN AVE ALHAMBRA CA 91801 	34.0704654	-118.1156007	595
Westwood High School	200 NAHATAN ST WESTWOOD MA 02090 	42.2172134	-71.2164086	596
Johnson Magnet	1324 LNY WALKER BLVD AUGUSTA GA 30901 	33.4662195	-81.9809323	597
Crested Butte Community School	818 RED LADY AVE CRESTED BUTTE CO 81224 	38.8661199	-106.9763143	598
Evergreen Valley High School	3300 QUIMBY RD SAN JOSE CA 95148 	37.3250554	-121.7795784	599
Wells High School	200 SANFORD RD WELLS ME 04090 	43.3196252	-70.5897885	600
Carroll Senior High School	1501 WEST SOUTHLAKE BLVD SOUTHLAKE TX 76092 	32.940385	-97.174952	601
New Providence High School	35 PIONEER DR NEW PROVIDENCE NJ 07974 	40.7012	-74.40921	602
Falls Church High School	7521 JAGUAR TRAIL FALLS CHURCH VA 22042 	38.861485	-77.207432	603
Science High School	40 RECTOR ST NEWARK NJ 07102 	40.7412832	-74.1668341	604
North Allegheny Senior High School	10375 PERRY HWY WEXFORD PA 15090 	40.6051508	-80.0510091	605
Memorial High School	1000 EAST 15TH EDMOND OK 73013 	35.6382752	-97.4673221	606
Lake Travis High School	3324 RANCH RD 620 SOUTH AUSTIN TX 78738 	30.3315462	-97.9707527	607
Anderson Valley Junior-​Senior High	18200 MOUNTAIN VIEW RD BOONVILLE CA 95415 	39.0119255	-123.3750972	608
Huntington Park College-​Ready Academy High School	2071 SATURN AVE HUNTINGTON PARK CA 90255 	33.977421	-118.234121	609
Council Rock North Senior High School	62 SWAMP RD NEWTOWN PA 18940 	40.2308389	-74.9448968	610
Berkmar High School	405 PLEASANT HILL RD NW LILBURN GA 30047 	33.906254	-84.115899	611
Redwood Academy Of Ukiah	1059 NORTH STATE ST UKIAH CA 95482 	39.164946	-123.2104958	612
Beechwood High School	54 BEECHWOOD RD FORT MITCHELL KY 41017 	39.048174	-84.555853	613
Marshfield High	1401 EAST BECKER RD MARSHFIELD WI 54449 	44.6697499	-90.1535693	614
J.B. Conant High School	700 EAST COUGAR TRL HOFFMAN ESTATES IL 60169 	42.037094	-88.062725	615
Queens Gateway To Health Sciences Secondary School	15091 87TH RD JAMAICA NY 11432 	40.708383	-73.804153	616
Yellow Springs/​Mckinney High School	420 EAST ENON RD YELLOW SPRINGS OH 45387 	39.7997159	-83.9088979	617
Fort Myers High School	2635 CORTEZ BLVD FORT MYERS FL 33901 	26.62772	-81.877641	618
Upper Arlington High School	1650 RIDGEVIEW RD UPPER ARLINGTON OH 43221 	40.01664	-83.054663	619
Irvine High School	4321 WALNUT AVE IRVINE CA 92604 	33.7042865	-117.7811193	620
Dublin Scioto High School	4000 HARD RD DUBLIN OH 43016 	40.1223529	-83.099011	621
Carmel High School	520 EAST MAIN ST CARMEL IN 46032 	39.9784719	-86.1196578	622
Balboa High School	1000 CAYUGA AVE SAN FRANCISCO CA 94112 	37.722086	-122.4398055	623
Robinson High School	6311 SOUTH LOIS AVE TAMPA FL 33616 	27.874098	-82.516581	624
Maine South High School	1111 SOUTH DEE RD PARK RIDGE IL 60068 	41.9996513	-87.8548298	625
Minster High School	100 EAST 7TH ST MINSTER OH 45865 	40.402754	-84.377998	626
Capistrano Valley High School	26301 VIA ESCOLAR MISSION VIEJO CA 92692 	33.5431831	-117.6700008	627
Huntingtown High School	4125 NORTH SOLOMONS ISLAND RD HUNTINGTOWN MD 20639 	38.618739	-76.607916	628
Walnut High School	400 NORTH PIERRE RD WALNUT CA 91789 	34.02188	-117.850513	629
Shrewsbury Senior High School	64 HOLDEN ST SHREWSBURY MA 01545 	42.3035255	-71.744419	630
High School For Arts And Business	10525 HORACE HARDING EXPW CORONA NY 11368 	40.737637	-73.853408	631
University Preparatory	16925 FORREST ST VICTORVILLE CA 92395 	34.5327986	-117.2963519	632
Potsdam Senior High School	29 LEROY ST POTSDAM NY 13676 	44.677151	-74.9780339	633
Turner High School	1600 JOSEY LN CARROLLTON TX 75006 	32.948362	-96.890649	634
Miami Beach Senior High School	2231 PRAIRIE AVE MIAMI BEACH FL 33139 	25.798684	-80.134018	635
Mt. Carmel High	9550 CARMEL MOUNTAIN RD SAN DIEGO CA 92129 	32.9672159	-117.1209337	636
Decorah High School	100 CLAIBORNE DR DECORAH IA 52101 	43.3052279	-91.7896783	637
West High	1305 EAST DECORAH RD WEST BEND WI 53095 	43.4122114	-88.1615111	638
Munster High School	8808 COLUMBIA AVE MUNSTER IN 46321 	41.554132	-87.505417	639
Hoffman Estates High School	1100 WEST HIGGINS RD HOFFMAN ESTATES IL 60169 	42.0538839	-88.106716	640
Spring Lake High School	16140 148TH AVE SPRING LAKE MI 49456 	43.0621999	-86.1558712	641
Butler High	1810 MATTHEWSMINT HILL ROA MATTHEWS NC 28105 	35.120552	-80.691217	642
Clear Lake High School	2929 BAY AREA BLVD HOUSTON TX 77058 	29.5822101	-95.1060931	643
Steamboat Springs High School	45 EAST MAPLE ST STEAMBOAT SPRINGS CO 80487 	40.485885	-106.8224989	644
Quaker Valley High School	625 BEAVER ST LEETSDALE PA 15056 	40.5613675	-80.2034859	645
Atlantic Technical Center	4700 COCONUT CREEK PARKWAY MARGATE FL 33063 	26.242778	-80.192269	646
Rochester Adams High School	3200 WEST TIENKEN RD ROCHESTER HILLS MI 48306 	42.696968	-83.197799	647
Williamsville North High School	1595 HOPKINS RD WILLIAMSVILLE NY 14221 	43.02335	-78.735286	648
Annandale High	4700 MEDFORD DR ANNANDALE VA 22003 	38.822446	-77.209301	649
Millis High School	245 PLAIN ST MILLIS MA 02054 	42.1625191	-71.3545224	650
Timberline High School	701 EAST BOISE AVE BOISE ID 83706 	43.5780255	-116.1745632	651
InTech Collegiate High School	1787 NORTH RESEARCH PARKWAY NORTH LOGAN UT 84341 	41.764472	-111.821679	652
High School for Law Enforcement and Criminal Justice	4701 DICKSON ST HOUSTON TX 77007 	29.764642	-95.407662	653
Santa Ynez Valley Union High School	2975 EAST HWY 246 SANTA YNEZ CA 93460 	34.608644	-120.10153	654
Stephen F. Austin High School	3434 PHEASANT CREEK DR SUGAR LAND TX 77498 	29.6411511	-95.6781651	655
Ames High School	1921 AMES HIGH DR AMES IA 50010 	42.039807	-93.633034	656
Carle Place Middle/​High School	168 CHERRY LN CARLE PLACE NY 11514 	40.754173	-73.607094	657
Babylon Junior-​Senior High School	50 RAILROAD AVE BABYLON NY 11702 	40.6998963	-73.324371	658
School Of Scien	1450 NE LOOP 410 SAN ANTONIO TX 78209 	29.515348	-98.443689	659
Shorecrest High School	15343 25TH AVE N.E. SHORELINE WA 98155 	47.7406298	-122.3020996	660
Patrick Henry High School	6702 WANDERMERE DR SAN DIEGO CA 92120 	32.7978324	-117.0517868	661
Pioneer High School	1290 BLOSSOM HILL RD SAN JOSE CA 95118 	37.2471368	-121.8825887	662
Argyle High School	191 U SOUTH HWY 377 ARGYLE TX 76226 	33.1076155	-97.1857027	663
Century Senior High	2525 VIOLA RD NE ROCHESTER MN 55906 	44.049535	-92.425318	664
Oak Ridge High	1120 HARVARD WAY EL DORADO HILLS CA 95762 	38.6798659	-121.070664	665
Chaparral High School	6935 EAST GOLD DUST SCOTTSDALE AZ 85253 	33.5783722	-111.9312404	666
High School For Environmental Studies	448 WEST 56TH ST NEW YORK NY 10019 	40.7681189	-73.9884731	667
Tomales High School	3850 IRVIN ST TOMALES CA 94971 	38.246989	-122.895265	668
Page High	201 ALMA PINNIX DR GREENSBORO NC 27405 	36.109152	-79.784017	669
Pittsburgh Allderdice High School	2409 SHADY AVE PITTSBURGH PA 15217 	40.4295499	-79.9191642	670
Orange High School	32000 CHAGRIN BLVD PEPPER PIKE OH 44124 	41.457479	-81.453787	671
Hershey High School	550 HOMESTEAD RD HERSHEY PA 17033 	40.276956	-76.641183	672
Dana Hills High School	33333 GOLDEN LANTERN DANA POINT CA 92629 	33.4780602	-117.6999326	673
Lower Merion High School	245 EAST MONTGOMERY AVE ARDMORE PA 19003 	40.009295	-75.281032	674
Mccallum High School	5600 SUNSHINE DR AUSTIN TX 78756 	30.328703	-97.728592	675
Hamilton Southeastern High School	13910 EAST 126TH ST FISHERS IN 46037 	39.972324	-85.915619	676
Grant High School	2245 NE 36TH AVE PORTLAND OR 97212 	45.5386979	-122.6260312	677
Dutch Fork High School	1400 OLD TAMAH RD IRMO SC 29063 	34.153809	-81.2008	678
Southwest Miami High School	8855 SW 50TH TERRACE MIAMI FL 33165 	25.722257	-80.3380788	679
Monte Vista High School	3131 STONE VALLEY RD DANVILLE CA 94526 	37.8438451	-121.9817492	680
Pioneer High School	601 WEST STADIUM BLVD ANN ARBOR MI 48103 	42.2639996	-83.754633	681
Hamburg High School	4111 LEGION DR HAMBURG NY 14075 	42.7270139	-78.830393	682
Auburn High School	405 SOUTH DEAN RD AUBURN AL 36830 	32.5986351	-85.4647691	683
Manhattan Center For Science & Mathematics	260 PLEASANT AVE NEW YORK NY 10029 	40.794172	-73.932852	684
Hampton High School	2929 MCCULLY RD ALLISON PARK PA 15101 	40.5831392	-79.9407812	685
Irondale Senior High School	2425 LONG LAKE RD NEW BRIGHTON MN 55112 	45.0895355	-93.2075572	686
Arapahoe High School	2201 EAST DRY CREEK RD CENTENNIAL CO 80122 	39.580723	-104.9627617	687
Louisville Male High School	4409 PRESTON HWY LOUISVILLE KY 40213 	38.1843557	-85.7226331	688
Tinora High School	5921 DOMERSVILLE RD DEFIANCE OH 43512 	41.356896	-84.322583	689
Jenison High School	2140 BAUER RD JENISON MI 49428 	42.9207516	-85.8359474	690
College Park High School	3701 COLLEGE PARK DR THE WOODLANDS TX 77384 	30.2043761	-95.4698825	691
Pittsburgh Capa 6-​12	111 9TH ST PITTSBURGH PA 15222 	40.4448511	-79.9988154	692
Marcus High School	5707 MORRISS RD FLOWER MOUND TX 75028 	33.0630352	-97.0618165	693
Norman High School	911 WEST MAIN ST NORMAN OK 73069 	35.2184266	-97.4561961	694
Archbold High School	600 LAFAYETTE ST ARCHBOLD OH 43502 	41.516075	-84.313563	695
Mcneil High School	5720 MCNEIL DR AUSTIN TX 78729 	30.4490708	-97.7335229	696
Kerr High School	8150 SUGARLAND HOWELL HOUSTON TX 77083 	29.69155	-95.635479	697
Fishers High School	13000 PROMISE RD FISHERS IN 46038 	39.9773188	-85.9706787	698
North Reading High School	189 PARK ST NORTH READING MA 01864 	42.574258	-71.08356	699
City/​Pembroke Pines Charter High School	17189 SHERIDAN ST PEMBROKE PINES FL 33331 	26.031409	-80.373213	700
Glen A. Wilson High School	16455 WEDGEWORTH DR HACIENDA HEIGHTS CA 91745 	33.9986366	-117.9464247	701
Eastern High School	2200 PETTIS AVE NE ADA MI 49301 	43.00347	-85.524538	702
Lowville Academy High School	7668 NORTH STATE ST LOWVILLE NY 13367 	43.7896571	-75.4944759	703
Granada Hills Charter High	10535 ZELZAH AVE GRANADA HILLS CA 91344 	34.2611679	-118.5244551	704
Pacific Grove High School	615 SUNSET DR PACIFIC GROVE CA 93950 			705
Anderson High School	8403 MESA DR AUSTIN TX 78759 	30.374928	-97.752415	706
Florida State University School	3000 SCHOOL HOUSE RD TALLAHASSEE FL 32311 	30.384023	-84.222536	707
Strath Haven High School	205 SOUTH PROVIDENCE RD WALLINGFORD PA 19086 	39.896372	-75.3716935	708
Scotts Valley High School	555 GLENWOOD DR SCOTTS VALLEY CA 95066 	37.070545	-122.005062	709
Great Valley High School	225 NORTH PHOENIXVILLE PK MALVERN PA 19355 	40.0572493	-75.566926	710
Park Hill High School	7701 NW BARRY RD KANSAS CITY MO 64153 	39.2458753	-94.6694446	711
Ashland High School	65 EAST UNION ST ASHLAND MA 01721 	42.2636483	-71.4446588	712
Eastlake High School	1120 EASTLAKE PARKWAY CHULA VISTA CA 91915 	32.6437623	-116.966537	713
Lynnfield High School	275 ESSEX ST LYNNFIELD MA 01940 	42.5401583	-71.033161	714
Flower Mound High School	3411 PETERS COLONY FLOWER MOUND TX 75022 	33.0331299	-97.0826916	715
Metropolitan Learning Center	1551 BLUE HILLS AVE BLOOMFIELD CT 06002 	41.8719024	-72.7253828	716
Hilliard Darby High School	4200 LEPPERT RD HILLIARD OH 43026 	40.0381641	-83.1706431	717
Whitney High School	701 WILDCAT BLVD ROCKLIN CA 95765 	38.8351804	-121.2878185	718
Arabia Mountain High School -​ Academy of Engineering	6775 SOUTH GODDARD RD LITHONIA GA 30038 	33.65088	-84.127307	719
Southwest High School	3414 WEST 47TH ST MINNEAPOLIS MN 55410 	44.917945	-93.322888	720
Brecksville-​Broadview Heights High School	6380 MILL RD BROADVIEW HEIGHTS OH 44147 	41.3275942	-81.6420919	721
Lincoln High School	1600 SW SALMON ST PORTLAND OR 97205 	45.51882	-122.6889869	722
Alhambra High School	101 SOUTH SECOND ST ALHAMBRA CA 91801 	34.0929744	-118.1284232	723
Prosper High School	301 EAGLE DR PROSPER TX 75078 	33.2594853	-96.7986296	724
South Eugene High School	400 EAST 19TH AVE EUGENE OR 97401 	44.03772	-123.08537	725
West Mi Academy Of Environmental Science	4463 LEONARD ST NW GRAND RAPIDS MI 49534 	42.9868735	-85.7779937	726
G-​Star School Of The Arts	2065 PRAIRIE RDBLDG J WEST PALM BEACH FL 33406 	26.646578	-80.085951	727
Brea-​Olinda High School	789 NORTH WILDCAT WAY BREA CA 92821 	33.9328298	-117.8754915	728
Terra Linda High	320 NOVA ALBION WAY SAN RAFAEL CA 94903 	37.9984782	-122.553134	729
Chesapeake High	4798 MOUNTAIN RD PASADENA MD 21122 	39.1076019	-76.4612616	730
Monarch High School	329 CAMPUS DR LOUISVILLE CO 80027 	39.9506304	-105.1403355	731
Frederick Douglass Academy	2581 7TH AVE NEW YORK NY 10039 	40.824317	-73.9369747	732
Thousand Oaks High School	2323 NORTH MOORPARK RD THOUSAND OAKS CA 91360 	34.2097951	-118.8683816	733
Liberty Bell Jr Sr High	24 TWIN LAKES RD WINTHROP WA 98862 	48.44109	-120.1870013	734
Kamiak High School	10801 HARBOUR POINTE BLVD MUKILTEO WA 98275 	47.900566	-122.3010024	735
Midlothian High School	401 CHARTER COLONY PARKWAY MIDLOTHIAN VA 23114 	37.496121	-77.659338	736
Mountain View High School	1500 SE BLAIRMONT DR VANCOUVER WA 98683 	45.6121964	-122.5182866	737
Academy For Math Engineering & Science	5715 SOUTH 1300 EAST SALT LAKE CITY UT 84121 	40.646841	-111.853092	738
Richardson High School	1250 WEST BELT LINE RD RICHARDSON TX 75080 	32.953983	-96.762322	739
Taylor High School	20700 KINGSLAND BLVD KATY TX 77450 	29.7770056	-95.73452	740
Highland High	244 MYERS/MOON RD MONTEREY VA 24465 	38.4123429	-79.5806036	741
Central La Area New High School #9	450 NORTH GRAND AVE LOS ANGELES CA 90012 	34.0593621	-118.243264	742
William S. Hart Senior High School	24825 NORTH NEWHALL AVE NEWHALL CA 91321 	34.386212	-118.537953	743
Camas High School	26900 SE 15TH ST CAMAS WA 98607 	45.6122901	-122.3982092	744
Early College Academy	6400 UPTOWN BLVD NE ALBUQUERQUE NM 87110 	35.1028645	-106.5724897	745
Westlake High School	27830 HILLIARD BLVD WESTLAKE OH 44145 	41.461273	-81.928656	746
Moorpark High	4500 TIERRA REJADA RD MOORPARK CA 93021 	34.2701861	-118.8987153	747
Carlmont High	1400 ALAMEDA DE LAS PULGAS BELMONT CA 94002 	37.506137	-122.28917	748
Lin-​Wood Public School (High)	72 LINWOOD DR LINCOLN NH 03251 	44.0380087	-71.6725066	749
Walt Whitman High School	301 WEST HILLS RD HUNTINGTON STATION NY 11746 	40.8256634	-73.4221029	750
Benjamin N. Cardozo High School	5700 223RD ST BAYSIDE NY 11361 	40.7518284	-73.7559837	751
Peters Township High School	264 EAST MCMURRAY RD MCMURRAY PA 15317 	40.2810933	-80.0810265	752
Lakota East High School	6840 LAKOTA LN LIBERTY TOWNSHIP OH 45044 	39.38171	-84.372772	753
William Mason High School	6100 SOUTH MASON MONTGOMERY RD MASON OH 45040 	39.3508189	-84.3071111	754
Westview High School	4200 NW 185TH AVE PORTLAND OR 97229 	45.549953	-122.864845	755
Redondo Union High	631 VINCENT PARK REDONDO BEACH CA 90277 	33.8444656	-118.3842833	756
Columbia Senior High School	17 PARKER AVE MAPLEWOOD NJ 07040 	40.7352	-74.266382	757
Eden Prairie Senior High School	17185 VALLEY VIEW RD EDEN PRAIRIE MN 55346 	44.8736021	-93.4927297	758
Bentonville High School	1901 SE J ST BENTONVILLE AR 72712 	36.35112	-94.193324	759
Northgate High School	425 CASTLE ROCK RD WALNUT CREEK CA 94598 	37.9073472	-122.009654	760
Natomas Pacific Pathways Prep	3700 DEL PASO RD SACRAMENTO CA 95834 	38.6551568	-121.5460798	761
Chapin High School	300 COLUMBIA AVE CHAPIN SC 29036 	34.1676741	-81.3417826	762
Huron High School	2727 FULLER RD ANN ARBOR MI 48105 	42.2808629	-83.702426	763
Academy at Palumbo	1122 CATHARINE ST PHILADELPHIA PA 19147 	39.9401884	-75.161329	764
Institute Of Business Management And L	6505 INGLEWOOD AVE STOCKTON CA 95207 	38.0101242	-121.316858	765
Lindbergh High School	4900 SOUTH LINDBERGH ST LOUIS MO 63126 	38.5281345	-90.3750819	766
Wissahickon Senior High School	521 HOUSTON RD AMBLER PA 19002 	40.171545	-75.229118	767
Alfred-​Almond Junior-​Senior High School	6795ROUTE 21 ALMOND NY 14804 	42.295405	-77.749386	768
North Hollywood Senior High	5231 COLFAX AVE NORTH HOLLYWOOD CA 91601 	34.1658104	-118.3881088	769
Valencia High School	500 NORTH BRADFORD AVE PLACENTIA CA 92670 	33.8762868	-117.868699	770
Daniel Pearl Magnet High School	6649 BALBOA BLVD VAN NUYS CA 91406 	34.1905498	-118.5013049	771
Woodinville High School	19819 136 NE WOODINVILLE WA 98072 	47.7706537	-122.1614308	772
Daniel Hand High School	286 GREEN HILL RD MADISON CT 06443 	41.293414	-72.619822	773
Nauset Regional High School	100 CABLE RD NORTH EASTHAM MA 02651 	41.8587141	-69.9670265	774
Buford High School	2750 SAWNEE AVE BUFORD GA 30518 	34.1325646	-83.986843	775
Flagstaff Arts and Leadership Academy	3401 NORTH FORT VALLEY RD FLAGSTAFF AZ 86001 	35.2379576	-111.6683415	776
Hector Godinez Fundamental High School	3002 CENTENNIAL RD SANTA ANA CA 92704 	33.7231654	-117.9100123	777
River Valley Charter School	9707 1/2 MARILLA DR LAKESIDE CA 92040 	32.8532021	-116.9398299	778
El Camino High School	400 RANCHO DEL ORO DR OCEANSIDE CA 92057 	33.2175617	-117.3189045	779
Amity Regional High School	25 NEWTON RD WOODBRIDGE CT 06525 	41.357913	-73.005691	780
Poquoson High School	51 ODD RD POQUOSON VA 23662 	37.1294853	-76.38169	781
Los Alamitos High School	3591 CERRITOS AVE LOS ALAMITOS CA 90720 	33.8120115	-118.070004	782
Raoul Wallenberg Traditional High School	40 VEGA ST SAN FRANCISCO CA 94115 	37.780154	-122.4462048	783
West Ranch High School	26255 WEST VALENCIA BLVD VALENCIA CA 91381 	34.403645	-118.596786	784
McCall-​Donnelly High School	401 NORTH MISSION ST MCCALL ID 83638 	44.9045628	-116.1058856	785
Westfield High School	18250 NORTH UNION ST WESTFIELD IN 46074 	40.052624	-86.130928	786
Carlsbad High	3557 MONROE ST CARLSBAD CA 92008 	33.1623375	-117.3276268	787
Concord Carlisle High School	500 WALDEN ST CONCORD MA 01742 	42.447243	-71.347501	788
Weehawken High School	53 LIBERTY PLACE WEEHAWKEN NJ 07086 	40.7742786	-74.0182791	789
Fort Lauderdale High School	1600 NE 4TH AVE FORT LAUDERDALE FL 33305 	26.149452	-80.139242	790
Rush-​Henrietta Senior High School	1799 LEHIGH STATION RD HENRIETTA NY 14467 	43.056979	-77.606803	791
Fairfield Warde High School	755 MELVILLE AVE FAIRFIELD CT 06825 	41.1842256	-73.2351208	792
Friendswood High School	702 GREENBRIAR DR FRIENDSWOOD TX 77546 	29.5115588	-95.2114463	793
Cadillac Senior High School	400 LINDEN ST CADILLAC MI 49601 	44.2498509	-85.416524	794
Wheatland Chili High School	940 NORTH RD SCOTTSVILLE NY 14546 	43.025602	-77.762202	795
Westford Academy	30 PATTEN RD WESTFORD MA 01886 	42.5781484	-71.4637722	796
Arroyo Grande High School	495 VALLEY RD ARROYO GRANDE CA 93420 	35.1133312	-120.5807311	797
Marshall Fundamental High School	990 NORTH ALLEN AVE PASADENA CA 91104 	34.1632853	-118.1125009	798
Camden Hills Regional High School	25 KEELSON DR ROCKPORT ME 04856 	44.188816	-69.100873	799
Northern High	2950 CHANEYVILLE RD OWINGS MD 20736 	38.68132	-76.650583	800
Animo South Los Angeles Charter High School	11100 WESTERN AVE LOS ANGELES CA 90047 	33.9334023	-118.3085475	801
Bob Jones High School	650 HUGHES RD MADISON AL 35758 	34.719842	-86.741899	802
Olympian High School	1925 MAGDALENA AVE CHULA VISTA CA 91913 	32.6081084	-116.9754091	803
A C Reynolds High	1 ROCKET DR ASHEVILLE NC 28803 	35.545811	-82.477241	804
West High School	20401 VICTOR ST TORRANCE CA 90503 	33.846766	-118.36888	805
Midwood High School	2839 BEDFORD AVE BROOKLYN NY 11210 	40.632889	-73.952536	806
Yorktown High School	1100 SOUTH TIGER DR YORKTOWN IN 47396 	40.183124	-85.493758	807
La Quinta High School	10372 MCFADDEN ST WESTMINSTER CA 92683 	33.736053	-117.947122	808
York Comm High School	355 WEST SAINT CHARLES RD ELMHURST IL 60126 	41.88956	-87.950843	809
Greenwich High School	10 HILLSIDE RD GREENWICH CT 06830 	41.0382867	-73.6108875	810
Governor Livingston High School	175 WATCHUNG BLVD BERKELEY HEIGHTS NJ 07922 	40.6869137	-74.387632	811
West Jessamine High School	2101 WILMORE RD NICHOLASVILLE KY 40356 	37.885744	-84.6163589	812
Kenston High School	9500 BAINBRIDGE RD CHAGRIN FALLS OH 44023 	41.390464	-81.303063	813
Sonora High School	401 SOUTH PALM ST LA HABRA CA 90631 	33.9276791	-117.9250894	814
Brookfield High School	45 LONG MEADOW HILL RD BROOKFIELD CT 06804 	41.4785236	-73.3910223	815
Casa Grande High	333 CASA GRANDE RD PETALUMA CA 94954 	38.2424424	-122.5979996	816
Wheeling High School	900 SOUTH ELMHURST RD WHEELING IL 60090 	42.1249107	-87.9370372	817
Millennium High School	75 BROAD ST NEW YORK NY 10004 	40.7045644	-74.0115607	818
High Tech High School	2000 85TH ST N BERGEN NJ 07047 	40.8095935	-74.0141224	819
Bellbrook High School	3737 UPPER BELLBROOK RD BELLBROOK OH 45305 	39.6511335	-84.0695926	820
Francis Lewis High School	5820 UTOPIA PKY FRESH MEADOWS NY 11365 	40.741154	-73.7928648	821
Grafton High	403 GRAFTON DR YORKTOWN VA 23692 	37.1626462	-76.4710714	822
Helix High School	7323 UNIVERSITY AVE LA MESA CA 91941 	32.7548436	-117.0371951	823
Phoenix Military Academy High School	145 SOUTH CAMPBELL AVE CHICAGO IL 60612 	41.8789175	-87.688388	824
L.A. Co High School for the Arts	5151 STATE UNIVERSITY DR LOS ANGELES CA 90032 	34.0642088	-118.169919	825
Patrick F. Taylor Science & Technology	2012 JEFFERSON HWY JEFFERSON LA 70121 	29.9632529	-90.1492347	826
Leander High School	3301 SOUTH BAGDAD RD LEANDER TX 78641 	30.53822	-97.850139	827
Bronx Center for Science and Mathematics	1363 FULTON AVE BRONX NY 10456 	40.833875	-73.902818	828
